,country,year,co2,co2_per_gdp,share_global_co2,co2_per_capita,co2_per_unit_energy,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp,group1,group2,group3,group4,group5,growth_co2,growth_primary_energy,growth_pop
410,China,2011,9388.199,0.685,27.443,6.82,0.3,31290.674,22732.088,2.284,1376498048.0,13700000000000.0,1.0,0.0,1.0,0.0,1.0,18.777911902941135,19.464743061496243,0.9006654517413606
411,China,2012,9633.899,0.674,27.715,6.96,0.296,32558.223,23521.228,2.277,1384205952.0,14300000000000.0,1.0,0.0,1.0,0.0,1.0,19.295522677334883,20.293746124928386,0.911308508489189
412,China,2013,9796.527,0.653,28.0,7.038,0.29,33814.393,24293.991,2.254,1391883008.0,15000000000000.0,1.0,0.0,1.0,0.0,1.0,19.638127500363403,21.115307088797675,0.9219089703870352
413,China,2014,9820.36,0.618,27.863,7.017,0.284,34595.649,24720.82,2.176,1399453952.0,15900000000000.0,1.0,0.0,1.0,0.0,1.0,19.68833595614739,21.626264548686596,0.9323629130706274
414,China,2015,9683.201,0.59,27.502,6.883,0.277,35001.978,24879.716,2.134,1406848000.0,16400000000000.0,1.0,0.0,1.0,0.0,1.0,19.3993861140429,21.892012054906335,0.9425725981497575
415,China,2016,9552.517,0.565,27.122,6.755,0.27,35437.843,25061.255,2.097,1414049024.0,16900000000000.0,1.0,0.0,1.0,0.0,1.0,19.12407701171945,22.177076711375513,0.9525157561177958
416,Colombia,1965,22.859,0.339,0.203,1.221,0.261,87.744,4685.941,1.302,18725000.0,67386642432.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Colombia,1966,23.474,0.33,0.199,1.218,0.246,95.598,4958.385,1.345,19280000.0,71085801472.0,0.0,1.0,0.0,0.0,0.0,0.02690406404479629,0.08951039387308533,0.02963951935914553
418,Colombia,1967,24.687,0.333,0.203,1.244,0.243,101.742,5128.659,1.374,19838000.0,74055704576.0,0.0,1.0,0.0,0.0,0.0,0.07996850255916703,0.1595322757111598,0.059439252336448596
419,Colombia,1968,26.573,0.338,0.207,1.303,0.248,107.147,5253.825,1.362,20394000.0,78686781440.0,0.0,1.0,0.0,0.0,0.0,0.16247429896320917,0.22113192924872363,0.08913217623497997
420,Colombia,1969,28.016,0.335,0.205,1.338,0.257,108.928,5201.396,1.303,20942000.0,83622084608.0,0.0,1.0,0.0,0.0,0.0,0.2256004199658776,0.24142961342086067,0.11839786381842457
421,Colombia,1970,28.37,0.315,0.191,1.321,0.239,118.819,5531.615,1.317,21480000.0,90198867968.0,0.0,1.0,0.0,0.0,0.0,0.2410866617087361,0.35415526987600293,0.14712950600801067
422,Colombia,1971,30.281,0.304,0.196,1.376,0.259,116.713,5304.151,1.173,22004000.0,99496329216.0,0.0,1.0,0.0,0.0,0.0,0.32468611925281055,0.3301536287381473,0.17511348464619492
423,Colombia,1972,31.425,0.288,0.195,1.396,0.24,131.114,5823.14,1.203,22516000.0,109000000000.0,0.0,1.0,0.0,0.0,0.0,0.374732053020692,0.494278811086798,0.202456608811749
424,Colombia,1973,33.631,0.28,0.198,1.461,0.257,130.832,5682.154,1.09,23025000.0,120000000000.0,0.0,1.0,0.0,0.0,0.0,0.4712367120171485,0.49106491611962066,0.22963951935914553
425,Colombia,1974,36.394,0.278,0.215,1.546,0.248,146.592,6227.87,1.119,23538000.0,131000000000.0,0.0,1.0,0.0,0.0,0.0,0.5921081412135262,0.6706783369803065,0.2570360480640854
426,Colombia,1975,35.809,0.258,0.212,1.488,0.24,149.473,6210.966,1.075,24066000.0,139000000000.0,0.0,1.0,0.0,0.0,0.0,0.5665164705367687,0.7035124908825676,0.28523364485981306
427,Colombia,1976,37.98,0.258,0.213,1.543,0.244,155.698,6327.115,1.059,24608000.0,147000000000.0,0.0,1.0,0.0,0.0,0.0,0.6614900039371798,0.7744575127644057,0.3141789052069426
428,Colombia,1977,39.241,0.253,0.215,1.559,0.246,159.236,6327.678,1.027,25165000.0,155000000000.0,0.0,1.0,0.0,0.0,0.0,0.7166542718404129,0.8147793581327497,0.34392523364485983
429,Colombia,1978,41.534,0.25,0.219,1.614,0.244,170.202,6613.903,1.025,25734000.0,166000000000.0,0.0,1.0,0.0,0.0,0.0,0.816964871604182,0.9397565645514223,0.3743124165554072
430,Colombia,1979,44.267,0.257,0.227,1.682,0.245,180.744,6868.99,1.051,26313000.0,172000000000.0,0.0,1.0,0.0,0.0,0.0,0.9365239074325211,1.0599015317286653,0.40523364485981306
431,Colombia,1980,44.174,0.243,0.228,1.642,0.24,183.691,6828.417,1.009,26901000.0,182000000000.0,0.0,1.0,0.0,0.0,0.0,0.9324554879916005,1.0934878738147338,0.4366355140186916
432,Colombia,1981,44.26,0.242,0.235,1.61,0.235,188.134,6841.999,1.028,27497000.0,183000000000.0,0.0,1.0,0.0,0.0,0.0,0.9362176823133118,1.144123814733771,0.4684646194926569
433,Colombia,1982,45.679,0.248,0.244,1.625,0.232,196.683,6998.913,1.069,28102000.0,184000000000.0,0.0,1.0,0.0,0.0,0.0,0.9982938886215494,1.2415549781181618,0.5007743658210948
434,Colombia,1983,49.21,0.269,0.261,1.714,0.238,206.815,7202.568,1.13,28714000.0,183000000000.0,0.0,1.0,0.0,0.0,0.0,1.1527625880397216,1.3570272611232677,0.5334579439252336
435,Colombia,1984,48.702,0.26,0.251,1.66,0.23,212.121,7231.985,1.134,29331000.0,187000000000.0,0.0,1.0,0.0,0.0,0.0,1.1305393936742638,1.4174986323851204,0.5664085447263018
436,Colombia,1985,48.079,0.256,0.239,1.605,0.218,220.433,7359.791,1.173,29951000.0,188000000000.0,0.0,1.0,0.0,0.0,0.0,1.103285358064657,1.5122287563822028,0.5995193591455273
437,Colombia,1986,48.754,0.244,0.239,1.595,0.215,227.29,7434.567,1.136,30572000.0,200000000000.0,0.0,1.0,0.0,0.0,0.0,1.132814208845531,1.5903765499635303,0.6326835781041389
438,Colombia,1987,50.124,0.248,0.238,1.607,0.203,247.122,7921.855,1.223,31195000.0,202000000000.0,0.0,1.0,0.0,0.0,0.0,1.1927468393193053,1.8163977024070024,0.665954606141522
439,Colombia,1988,52.017,0.249,0.238,1.635,0.211,247.113,7765.244,1.182,31823000.0,209000000000.0,0.0,1.0,0.0,0.0,0.0,1.2755588608425565,1.8162951312910285,0.6994926568758344
440,Colombia,1989,52.793,0.248,0.238,1.627,0.203,259.874,8006.704,1.22,32457000.0,213000000000.0,0.0,1.0,0.0,0.0,0.0,1.3095061026291612,1.961729576951131,0.733351134846462
441,Colombia,1990,56.898,0.255,0.251,1.719,0.234,242.668,7330.68,1.088,33103000.0,223000000000.0,0.0,1.0,0.0,0.0,0.0,1.4890852618224768,1.7656363967906639,0.7678504672897196
442,Colombia,1991,56.654,0.254,0.245,1.678,0.225,252.167,7469.855,1.131,33758000.0,223000000000.0,0.0,1.0,0.0,0.0,0.0,1.478411129095761,1.8738945113056165,0.8028304405874499
443,Colombia,1992,61.495,0.261,0.274,1.786,0.232,264.73,7690.486,1.122,34423000.0,236000000000.0,0.0,1.0,0.0,0.0,0.0,1.6901876722516291,2.0170723924142964,0.8383444592790387
444,Colombia,1993,63.338,0.252,0.279,1.805,0.218,290.971,8291.892,1.159,35091000.0,251000000000.0,0.0,1.0,0.0,0.0,0.0,1.7708123714948159,2.316135576221736,0.8740186915887851
445,Colombia,1994,66.791,0.254,0.292,1.868,0.214,312.085,8727.46,1.187,35759000.0,263000000000.0,0.0,1.0,0.0,0.0,0.0,1.921868848156087,2.556767414296134,0.9096929238985314
446,Colombia,1995,58.775,0.214,0.252,1.614,0.185,317.007,8703.97,1.153,36421000.0,275000000000.0,0.0,1.0,0.0,0.0,0.0,1.5711973402161072,2.6128624179431075,0.9450467289719626
447,Colombia,1996,59.771,0.217,0.249,1.612,0.184,324.777,8759.767,1.181,37076000.0,275000000000.0,0.0,1.0,0.0,0.0,0.0,1.614768800034997,2.7014154814004376,0.9800267022696929
448,Colombia,1997,64.497,0.23,0.267,1.71,0.193,334.986,8879.93,1.196,37724000.0,280000000000.0,0.0,1.0,0.0,0.0,0.0,1.8215145019467167,2.817765317286652,1.0146328437917222
449,Colombia,1998,65.158,0.239,0.27,1.698,0.193,337.06,8785.831,1.235,38364000.0,273000000000.0,0.0,1.0,0.0,0.0,0.0,1.8504309024891725,2.841402261123268,1.0488117489986648
450,Colombia,1999,54.761,0.211,0.224,1.404,0.176,311.011,7974.847,1.201,38999000.0,259000000000.0,0.0,1.0,0.0,0.0,0.0,1.3955991075725096,2.544527261123268,1.0827236315086783
451,Colombia,2000,56.259,0.211,0.224,1.42,0.185,303.37,7655.066,1.136,39630000.0,267000000000.0,0.0,1.0,0.0,0.0,0.0,1.4611312830832492,2.457444383661561,1.1164218958611483
452,Colombia,2001,55.939,0.208,0.221,1.39,0.187,298.882,7424.545,1.111,40256000.0,269000000000.0,0.0,1.0,0.0,0.0,0.0,1.447132420490835,2.406295587162655,1.149853137516689
453,Colombia,2002,55.43,0.203,0.214,1.356,0.186,298.073,7292.302,1.092,40875000.0,273000000000.0,0.0,1.0,0.0,0.0,0.0,1.4248654796797757,2.3970755835156816,1.1829105473965287
454,Colombia,2003,57.094,0.202,0.21,1.376,0.185,309.11,7451.317,1.096,41484000.0,282000000000.0,0.0,1.0,0.0,0.0,0.0,1.4976595651603306,2.522861962071481,1.21543391188251
455,Colombia,2004,54.569,0.184,0.192,1.297,0.173,315.095,7488.714,1.065,42076000.0,296000000000.0,0.0,1.0,0.0,0.0,0.0,1.387199790017061,2.591071754194019,1.247049399198932
456,Colombia,2005,60.06,0.189,0.204,1.408,0.19,316.354,7417.798,0.995,42648000.0,318000000000.0,0.0,1.0,0.0,0.0,0.0,1.6274115228137713,2.6054203136396787,1.2775967957276368
457,Colombia,2006,62.005,0.178,0.204,1.435,0.174,355.49,8228.749,1.019,43201000.0,349000000000.0,0.0,1.0,0.0,0.0,0.0,1.7124983595082899,3.0514451130561633,1.3071295060080106
458,Colombia,2007,60.179,0.157,0.192,1.376,0.168,357.424,8171.939,0.931,43738000.0,384000000000.0,0.0,1.0,0.0,0.0,0.0,1.6326173498403254,3.0734865061998535,1.335807743658211
459,Colombia,2008,66.65,0.159,0.209,1.506,0.172,386.875,8741.945,0.923,44255000.0,419000000000.0,0.0,1.0,0.0,0.0,0.0,1.9157005993263048,3.409133388037928,1.3634178905206942
460,Colombia,2009,72.557,0.17,0.231,1.621,0.196,369.738,8262.312,0.864,44750000.0,428000000000.0,0.0,1.0,0.0,0.0,0.0,2.1741108534931537,3.2138265864332607,1.389853137516689
461,Colombia,2010,76.278,0.163,0.23,1.687,0.192,396.399,8765.431,0.849,45223000.0,467000000000.0,0.0,1.0,0.0,0.0,0.0,2.336891377575572,3.5176764223194747,1.415113484646195
462,Colombia,2011,76.08,0.145,0.222,1.666,0.183,415.47,9098.607,0.793,45663000.0,524000000000.0,0.0,1.0,0.0,0.0,0.0,2.3282295813465153,3.735024617067834,1.4386114819759679
463,Colombia,2012,79.727,0.147,0.229,1.73,0.179,445.196,9662.216,0.82,46076000.0,543000000000.0,0.0,1.0,0.0,0.0,0.0,2.487772868454438,4.073805616338439,1.460667556742323
464,Colombia,2013,89.989,0.161,0.257,1.935,0.199,451.84,9718.044,0.808,46495000.0,559000000000.0,0.0,1.0,0.0,0.0,0.0,2.936698893214926,4.149525893508388,1.4830440587449933
465,Colombia,2014,90.952,0.157,0.258,1.936,0.191,476.963,10155.064,0.821,46968000.0,581000000000.0,0.0,1.0,0.0,0.0,0.0,2.9788267203289727,4.435847465353757,1.5083044058744994
466,Colombia,2015,86.071,0.144,0.244,1.811,0.179,480.397,10109.157,0.802,47521000.0,599000000000.0,0.0,1.0,0.0,0.0,0.0,2.7653003193490524,4.474984044493071,1.5378371161548732
467,Colombia,2016,100.801,0.165,0.286,2.092,0.196,514.546,10680.775,0.844,48175000.0,610000000000.0,0.0,1.0,0.0,0.0,0.0,3.409685463056127,4.864173048869438,1.5727636849132176
468,Cyprus,1965,1.15,0.288,0.01,1.98,0.246,4.68,8055.509,1.171,581000.0,3996342016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Cyprus,1966,1.242,0.3,0.011,2.123,0.233,5.339,9125.868,1.288,585000.0,4143579904.0,0.0,0.0,0.0,0.0,0.0,0.08000000000000007,0.14081196581196598,0.0068846815834767644
470,Cyprus,1967,1.362,0.294,0.011,2.305,0.235,5.787,9792.309,1.25,591000.0,4631468032.0,0.0,0.0,0.0,0.0,0.0,0.1843478260869567,0.2365384615384616,0.01721170395869191
471,Cyprus,1968,1.622,0.341,0.013,2.713,0.252,6.427,10747.912,1.352,598000.0,4752876032.0,0.0,0.0,0.0,0.0,0.0,0.41043478260869587,0.3732905982905983,0.029259896729776247
472,Cyprus,1969,1.67,0.307,0.012,2.755,0.22,7.59,12524.412,1.395,606000.0,5438979072.0,0.0,0.0,0.0,0.0,0.0,0.4521739130434783,0.6217948717948719,0.043029259896729774
473,Cyprus,1970,1.703,0.299,0.011,2.773,0.213,8.005,13037.181,1.404,614000.0,5701049856.0,0.0,0.0,0.0,0.0,0.0,0.4808695652173915,0.7104700854700857,0.05679862306368331
474,Cyprus,1971,1.884,0.3,0.012,3.033,0.197,9.549,15376.03,1.519,621000.0,6284939776.0,0.0,0.0,0.0,0.0,0.0,0.6382608695652174,1.0403846153846155,0.06884681583476764
475,Cyprus,1972,2.406,0.364,0.015,3.831,0.224,10.737,17097.172,1.627,628000.0,6600544256.0,0.0,0.0,0.0,0.0,0.0,1.0921739130434784,1.2942307692307693,0.08089500860585198
476,Cyprus,1973,2.503,0.387,0.015,3.942,0.217,11.519,18140.426,1.783,635000.0,6461727744.0,0.0,0.0,0.0,0.0,0.0,1.176521739130435,1.4613247863247865,0.09294320137693632
477,Cyprus,1974,1.929,0.402,0.011,3.004,0.189,10.213,15908.231,2.127,642000.0,4801731072.0,0.0,0.0,0.0,0.0,0.0,0.6773913043478262,1.1822649572649573,0.10499139414802065
478,Cyprus,1975,1.991,0.519,0.012,3.063,0.233,8.53,13123.431,2.223,650000.0,3836468992.0,0.0,0.0,0.0,0.0,0.0,0.7313043478260872,0.8226495726495726,0.11876075731497418
479,Cyprus,1976,2.487,0.514,0.014,3.78,0.287,8.673,13180.941,1.791,658000.0,4843513856.0,0.0,0.0,0.0,0.0,0.0,1.1626086956521742,0.8532051282051283,0.13253012048192772
480,Cyprus,1977,2.699,0.442,0.015,4.052,0.275,9.797,14710.186,1.605,666000.0,6103187968.0,0.0,0.0,0.0,0.0,0.0,1.3469565217391304,1.0933760683760687,0.14629948364888123
481,Cyprus,1978,2.844,0.42,0.015,4.227,0.283,10.044,14924.941,1.483,673000.0,6771466752.0,0.0,0.0,0.0,0.0,0.0,1.4730434782608697,1.1461538461538463,0.15834767641996558
482,Cyprus,1979,3.045,0.395,0.016,4.478,0.299,10.193,14989.461,1.324,680000.0,7699230208.0,0.0,0.0,0.0,0.0,0.0,1.6478260869565218,1.177991452991453,0.1703958691910499
483,Cyprus,1980,3.26,0.402,0.017,4.759,0.317,10.279,15005.35,1.269,685000.0,8099416064.0,0.0,0.0,0.0,0.0,0.0,1.8347826086956522,1.1963675213675216,0.17900172117039587
484,Cyprus,1981,3.095,0.381,0.016,4.492,0.314,9.856,14305.071,1.215,689000.0,8114957824.0,0.0,0.0,0.0,0.0,0.0,1.6913043478260874,1.105982905982906,0.18588640275387264
485,Cyprus,1982,3.156,0.356,0.017,4.561,0.267,11.814,17071.954,1.334,692000.0,8855808000.0,0.0,0.0,0.0,0.0,0.0,1.744347826086957,1.5243589743589745,0.19104991394148021
486,Cyprus,1983,3.151,0.337,0.017,4.54,0.253,12.431,17911.642,1.328,694000.0,9358655488.0,0.0,0.0,0.0,0.0,0.0,1.74,1.656196581196581,0.1944922547332186
487,Cyprus,1984,3.234,0.31,0.017,4.633,0.256,12.612,18069.468,1.209,698000.0,10430080000.0,0.0,0.0,0.0,0.0,0.0,1.8121739130434784,1.694871794871795,0.20137693631669534
488,Cyprus,1985,3.144,0.303,0.016,4.466,0.232,13.565,19269.005,1.309,704000.0,10365587456.0,0.0,0.0,0.0,0.0,0.0,1.7339130434782613,1.8985042735042736,0.2117039586919105
489,Cyprus,1986,3.605,0.335,0.018,5.064,0.255,14.143,19864.38,1.314,712000.0,10762699776.0,0.0,0.0,0.0,0.0,0.0,2.1347826086956525,2.0220085470085474,0.22547332185886404
490,Cyprus,1987,4.184,0.358,0.02,5.787,0.242,17.281,23901.556,1.478,723000.0,11691319296.0,0.0,0.0,0.0,0.0,0.0,2.638260869565218,2.6925213675213673,0.24440619621342513
491,Cyprus,1988,4.197,0.338,0.019,5.702,0.235,17.845,24245.932,1.438,736000.0,12405512192.0,0.0,0.0,0.0,0.0,0.0,2.649565217391305,2.813034188034188,0.2667814113597246
492,Cyprus,1989,4.429,0.32,0.02,5.897,0.242,18.312,24383.532,1.322,751000.0,13847427072.0,0.0,0.0,0.0,0.0,0.0,2.8513043478260873,2.912820512820513,0.29259896729776247
493,Cyprus,1990,4.657,0.33,0.021,6.072,0.242,19.275,25129.773,1.368,767000.0,14094656512.0,0.0,0.0,0.0,0.0,0.0,3.049565217391305,3.1185897435897436,0.32013769363166955
494,Cyprus,1991,5.147,0.362,0.022,6.573,0.264,19.512,24919.74,1.372,783000.0,14221155328.0,0.0,0.0,0.0,0.0,0.0,3.475652173913044,3.1692307692307695,0.3476764199655766
495,Cyprus,1992,5.523,0.377,0.025,6.895,0.242,22.797,28460.275,1.555,801000.0,14659405824.0,0.0,0.0,0.0,0.0,0.0,3.8026086956521734,3.8711538461538466,0.37865748709122204
496,Cyprus,1993,5.767,0.397,0.025,7.041,0.243,23.69,28925.736,1.63,819000.0,14535264256.0,0.0,0.0,0.0,0.0,0.0,4.014782608695653,4.061965811965813,0.40963855421686746
497,Cyprus,1994,6.011,0.387,0.026,7.182,0.253,23.732,28354.074,1.527,837000.0,15545700352.0,0.0,0.0,0.0,0.0,0.0,4.226956521739131,4.070940170940171,0.4406196213425129
498,Cyprus,1995,5.882,0.359,0.025,6.88,0.233,25.231,29509.559,1.542,855000.0,16367174656.0,0.0,0.0,0.0,0.0,0.0,4.114782608695652,4.391239316239317,0.47160068846815834
499,Cyprus,1996,6.233,0.388,0.026,7.14,0.243,25.605,29329.688,1.594,873000.0,16063697920.0,0.0,0.0,0.0,0.0,0.0,4.420000000000001,4.471153846153847,0.5025817555938038
500,Cyprus,1997,6.321,0.378,0.026,7.094,0.245,25.852,29014.167,1.545,891000.0,16733968384.0,0.0,0.0,0.0,0.0,0.0,4.496521739130435,4.523931623931625,0.5335628227194492
501,Cyprus,1998,6.615,0.395,0.027,7.277,0.241,27.447,30194.286,1.638,909000.0,16761192448.0,0.0,0.0,0.0,0.0,0.0,4.752173913043478,4.86474358974359,0.5645438898450946
502,Cyprus,1999,6.882,0.376,0.028,7.432,0.238,28.881,31188.638,1.578,926000.0,18303567872.0,0.0,0.0,0.0,0.0,0.0,4.984347826086957,5.171153846153847,0.5938037865748709
503,Cyprus,2000,7.146,0.344,0.028,7.578,0.236,30.261,32090.249,1.456,943000.0,20776794112.0,0.0,0.0,0.0,0.0,0.0,5.213913043478262,5.466025641025642,0.6230636833046471
504,Cyprus,2001,7.021,0.327,0.028,7.314,0.229,30.61,31885.055,1.426,960000.0,21458608128.0,0.0,0.0,0.0,0.0,0.0,5.105217391304349,5.5405982905982905,0.6523235800344234
505,Cyprus,2002,7.211,0.339,0.028,7.381,0.239,30.186,30896.557,1.42,977000.0,21256992768.0,0.0,0.0,0.0,0.0,0.0,5.270434782608696,5.45,0.6815834767641996
506,Cyprus,2003,7.606,0.38,0.028,7.651,0.237,32.088,32281.993,1.605,994000.0,19989295104.0,0.0,0.0,0.0,0.0,0.0,5.613913043478261,5.856410256410257,0.7108433734939759
507,Cyprus,2004,7.841,0.382,0.028,7.763,0.251,31.228,30918.985,1.522,1010000.0,20515725312.0,0.0,0.0,0.0,0.0,0.0,5.8182608695652185,5.672649572649574,0.7383820998278829
508,Cyprus,2005,8.031,0.369,0.027,7.813,0.23,34.993,34039.467,1.608,1028000.0,21763364864.0,0.0,0.0,0.0,0.0,0.0,5.983478260869566,6.477136752136753,0.7693631669535284
509,Cyprus,2006,8.223,0.36,0.027,7.862,0.239,34.412,32898.236,1.505,1046000.0,22869377024.0,0.0,0.0,0.0,0.0,0.0,6.150434782608697,6.3529914529914535,0.8003442340791739
510,Cyprus,2007,8.539,0.356,0.027,8.025,0.244,34.987,32882.686,1.46,1064000.0,23958491136.0,0.0,0.0,0.0,0.0,0.0,6.425217391304348,6.475854700854701,0.8313253012048193
511,Cyprus,2008,8.707,0.323,0.027,8.047,0.243,35.876,33157.411,1.333,1082000.0,26921664512.0,0.0,0.0,0.0,0.0,0.0,6.5713043478260875,6.665811965811966,0.8623063683304647
512,Cyprus,2009,8.454,0.296,0.027,7.699,0.241,35.018,31892.398,1.228,1098000.0,28517449728.0,0.0,0.0,0.0,0.0,0.0,6.351304347826088,6.482478632478633,0.8898450946643718
513,Cyprus,2010,8.089,0.281,0.024,7.268,0.237,34.059,30601.344,1.185,1113000.0,28750800896.0,0.0,0.0,0.0,0.0,0.0,6.033913043478261,6.277564102564103,0.9156626506024096
514,Cyprus,2011,7.759,0.285,0.023,6.897,0.23,33.68,29937.757,1.235,1125000.0,27271999488.0,0.0,0.0,0.0,0.0,0.0,5.746956521739131,6.196581196581197,0.9363166953528399
515,Cyprus,2012,7.235,0.262,0.021,6.374,0.229,31.554,27800.962,1.144,1135000.0,27581609984.0,0.0,0.0,0.0,0.0,0.0,5.291304347826088,5.742307692307692,0.9535283993115319
516,Cyprus,2013,6.554,0.252,0.019,5.729,0.232,28.225,24672.112,1.084,1144000.0,26033086464.0,0.0,0.0,0.0,0.0,0.0,4.699130434782609,5.030982905982906,0.9690189328743546
517,Cyprus,2014,6.935,0.273,0.02,6.02,0.246,28.245,24518.531,1.113,1152000.0,25381662720.0,0.0,0.0,0.0,0.0,0.0,5.030434782608697,5.035256410256411,0.9827882960413081
518,Cyprus,2015,6.96,0.27,0.02,5.995,0.239,29.134,25094.19,1.129,1161000.0,25799387136.0,0.0,0.0,0.0,0.0,0.0,5.052173913043479,5.225213675213675,0.9982788296041308
519,Cyprus,2016,7.368,0.278,0.021,6.298,0.233,31.691,27086.183,1.194,1170000.0,26539999232.0,0.0,0.0,0.0,0.0,0.0,5.406956521739131,5.771581196581197,1.0137693631669535
520,Czechia,1965,122.249,,1.085,12.46,,,,,9811000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Czechia,1966,121.559,,1.031,12.377,,,,,9821000.0,,0.0,0.0,0.0,0.0,0.0,-0.005644217948613058,,0.0010192640913260626
522,Czechia,1967,121.305,,0.997,12.357,,,,,9817000.0,,0.0,0.0,0.0,0.0,0.0,-0.0077219445557835924,,0.0006115584547956376
523,Czechia,1968,126.915,,0.989,12.94,,,,,9808000.0,,0.0,0.0,0.0,0.0,0.0,0.03816800137424446,,-0.0003057792273978188
524,Czechia,1969,134.735,,0.984,13.741,,,,,9805000.0,,0.0,0.0,0.0,0.0,0.0,0.1021358047918594,,-0.0006115584547956376
525,Czechia,1970,154.476,1.256,1.042,15.734,0.294,,,,9818000.0,123000000000.0,0.0,0.0,0.0,0.0,0.0,0.26361769830428067,,0.0007134848639282438
526,Czechia,1971,162.03,1.256,1.05,16.455,0.293,,,,9847000.0,129000000000.0,0.0,0.0,0.0,0.0,0.0,0.32540961480257513,,0.003669350728773825
527,Czechia,1972,163.503,1.202,1.013,16.531,0.294,,,,9891000.0,136000000000.0,0.0,0.0,0.0,0.0,0.0,0.33745879311896204,,0.0081541127306085
528,Czechia,1973,164.151,1.156,0.966,16.504,0.293,,,,9946000.0,142000000000.0,0.0,0.0,0.0,0.0,0.0,0.34275944997505103,,0.013760065232901846
529,Czechia,1974,166.029,1.114,0.981,16.591,0.294,,,,10007000.0,149000000000.0,0.0,0.0,0.0,0.0,0.0,0.3581215388264935,,0.019977576189990826
530,Czechia,1975,173.701,1.099,1.028,17.249,0.295,,,,10070000.0,158000000000.0,0.0,0.0,0.0,0.0,0.0,0.4208786983942609,,0.026398939965345022
531,Czechia,1976,180.447,1.1,1.014,17.804,0.298,,,,10135000.0,164000000000.0,0.0,0.0,0.0,0.0,0.0,0.4760611538744694,,0.03302415655896443
532,Czechia,1977,185.832,1.1,1.016,18.217,0.297,,,,10201000.0,169000000000.0,0.0,0.0,0.0,0.0,0.0,0.5201105939516888,,0.03975129956171644
533,Czechia,1978,187.493,1.065,0.989,18.269,0.296,,,,10263000.0,176000000000.0,0.0,0.0,0.0,0.0,0.0,0.5336976171584226,,0.046070736927938026
534,Czechia,1979,182.576,1.02,0.938,17.702,0.285,,,,10314000.0,179000000000.0,0.0,0.0,0.0,0.0,0.0,0.49347642925504503,,0.05126898379370095
535,Czechia,1980,184.69,1.015,0.954,17.846,0.298,,,,10349000.0,182000000000.0,0.0,0.0,0.0,0.0,0.0,0.5107690042454336,,0.054836408113342165
536,Czechia,1981,182.656,1.009,0.969,17.621,0.297,,,,10366000.0,181000000000.0,0.0,0.0,0.0,0.0,0.0,0.49413083133604374,,0.05656915706859647
537,Czechia,1982,180.86,1.01,0.967,17.449,0.297,,,,10365000.0,179000000000.0,0.0,0.0,0.0,0.0,0.0,0.47943950461762486,,0.056467230659463866
538,Czechia,1983,181.086,0.995,0.959,17.489,0.297,,,,10354000.0,182000000000.0,0.0,0.0,0.0,0.0,0.0,0.48128819049644594,,0.0553460401590052
539,Czechia,1984,187.186,1.006,0.964,18.101,0.299,,,,10341000.0,186000000000.0,0.0,0.0,0.0,0.0,0.0,0.5311863491725904,,0.05402099684028132
