,country,year,co2,co2_per_gdp,share_global_co2,co2_per_capita,co2_per_unit_energy,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp,group1,group2,group3,group4,group5,growth_co2,growth_primary_energy,growth_pop
1400,South Korea,2013,591.54,0.352,1.691,11.749,0.184,3217.794,63913.602,1.915,50346000.0,1680000000000.0,0.0,1.0,0.0,1.0,1.0,22.68244054768196,42.14206419435283,0.7423172757475083
1401,South Korea,2014,586.548,0.335,1.664,11.59,0.18,3250.914,64237.155,1.858,50608000.0,1750000000000.0,0.0,1.0,0.0,1.0,1.0,22.48258467451357,42.586115356769376,0.7513842746400886
1402,South Korea,2015,595.394,0.331,1.691,11.715,0.179,3317.515,65275.858,1.843,50823000.0,1800000000000.0,0.0,1.0,0.0,1.0,1.0,22.836736327968612,43.479057732014056,0.7588247508305648
1403,South Korea,2016,617.96,0.334,1.755,12.121,0.182,3398.79,66665.163,1.837,50983000.0,1850000000000.0,0.0,1.0,0.0,1.0,1.0,23.740171350788696,44.568739441718286,0.7643618493909191
1404,Pakistan,1965,16.83,0.222,0.149,0.331,0.206,81.51,1600.803,1.076,50918000.0,75778408448.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1405,Pakistan,1966,17.126,0.203,0.145,0.328,0.209,82.126,1571.488,0.975,52260000.0,84199596032.0,0.0,0.0,1.0,0.0,0.0,0.017587641117053056,0.007557354925775974,0.02635610196786991
1406,Pakistan,1967,18.176,0.211,0.149,0.339,0.2,90.873,1693.613,1.055,53656000.0,86172278784.0,0.0,0.0,1.0,0.0,0.0,0.0799762329174094,0.11486934118513065,0.05377273262893279
1407,Pakistan,1968,20.842,0.226,0.162,0.378,0.202,103.113,1871.275,1.118,55103000.0,92239642624.0,0.0,0.0,1.0,0.0,0.0,0.23838383838383845,0.26503496503496493,0.0821909737224557
1408,Pakistan,1969,20.213,0.206,0.148,0.357,0.195,103.558,1829.703,1.054,56598000.0,98257920000.0,0.0,0.0,1.0,0.0,0.0,0.2010101010101012,0.2704944178628389,0.11155190698770573
1409,Pakistan,1970,20.504,0.192,0.138,0.353,0.201,102.001,1754.342,0.953,58142000.0,107000000000.0,0.0,0.0,1.0,0.0,0.0,0.21830065359477144,0.25139246718194086,0.14187517184492715
1410,Pakistan,1971,19.441,0.18,0.126,0.325,0.197,98.913,1655.894,0.916,59734000.0,108000000000.0,0.0,0.0,1.0,0.0,0.0,0.1551396316102199,0.21350754508649233,0.17314112887387564
1411,Pakistan,1972,18.903,0.173,0.117,0.308,0.217,87.086,1418.751,0.799,61382000.0,109000000000.0,0.0,0.0,1.0,0.0,0.0,0.12317290552584674,0.0684087841982578,0.20550689343650574
1412,Pakistan,1973,20.008,0.174,0.118,0.317,0.215,92.881,1471.986,0.808,63099000.0,115000000000.0,0.0,0.0,1.0,0.0,0.0,0.18882947118241242,0.1395043552938289,0.23922777799599357
1413,Pakistan,1974,21.387,0.183,0.126,0.33,0.215,99.375,1531.064,0.849,64906000.0,117000000000.0,0.0,0.0,1.0,0.0,0.0,0.2707664884135474,0.21917556128082435,0.2747162103774697
1414,Pakistan,1975,23.188,0.19,0.137,0.347,0.217,107.06,1602.293,0.878,66817000.0,122000000000.0,0.0,0.0,1.0,0.0,0.0,0.3777777777777778,0.31345847135320815,0.3122471424643545
1415,Pakistan,1976,22.789,0.175,0.128,0.331,0.21,108.629,1578.132,0.836,68834000.0,130000000000.0,0.0,0.0,1.0,0.0,0.0,0.35407011289364254,0.332707643233959,0.3518598530971366
1416,Pakistan,1977,24.32,0.181,0.133,0.343,0.207,117.429,1654.905,0.876,70958000.0,134000000000.0,0.0,0.0,1.0,0.0,0.0,0.4450386215092099,0.4406698564593301,0.39357398169606034
1417,Pakistan,1978,26.051,0.182,0.137,0.356,0.208,125.423,1713.495,0.877,73197000.0,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.5478906714200833,0.5387437124279228,0.43754664362308027
1418,Pakistan,1979,28.134,0.19,0.145,0.372,0.206,136.775,1810.126,0.924,75561000.0,148000000000.0,0.0,0.0,1.0,0.0,0.0,0.6716577540106954,0.6780149674886516,0.48397423308063947
1419,Pakistan,1980,31.932,0.197,0.165,0.409,0.21,151.84,1945.323,0.937,78054000.0,162000000000.0,0.0,0.0,1.0,0.0,0.0,0.8973262032085563,0.8628389154704943,0.5329353077497152
1420,Pakistan,1981,34.233,0.197,0.182,0.424,0.21,163.325,2024.349,0.939,80680000.0,174000000000.0,0.0,0.0,1.0,0.0,0.0,1.0340463458110518,1.0037418721629245,0.5845084253112848
1421,Pakistan,1982,37.19,0.201,0.199,0.446,0.207,180.051,2158.054,0.973,83432000.0,185000000000.0,0.0,0.0,1.0,0.0,0.0,1.209744503862151,1.208943687891056,0.638556109823638
1422,Pakistan,1983,40.022,0.202,0.212,0.464,0.208,192.16,2227.014,0.971,86286000.0,198000000000.0,0.0,0.0,1.0,0.0,0.0,1.378015448603684,1.357502146975831,0.6946070152009113
1423,Pakistan,1984,42.557,0.206,0.219,0.477,0.209,203.442,2280.38,0.983,89214000.0,207000000000.0,0.0,0.0,1.0,0.0,0.0,1.5286393345216878,1.4959146117040854,0.7521112376762638
1424,Pakistan,1985,46.814,0.209,0.233,0.508,0.219,213.846,2319.567,0.955,92192000.0,224000000000.0,0.0,0.0,1.0,0.0,0.0,1.781580510992276,1.6235553919764447,0.8105974311638321
1425,Pakistan,1986,49.059,0.21,0.24,0.515,0.216,227.079,2384.906,0.97,95215000.0,234000000000.0,0.0,0.0,1.0,0.0,0.0,1.9149732620320856,1.7859035701140966,0.8699673985623945
1426,Pakistan,1987,52.989,0.214,0.252,0.539,0.209,253.996,2584.249,1.024,98286000.0,248000000000.0,0.0,0.0,1.0,0.0,0.0,2.1484848484848484,2.1161329898172,0.9302800581326839
1427,Pakistan,1988,57.607,0.219,0.263,0.568,0.213,269.935,2662.346,1.026,101390000.0,263000000000.0,0.0,0.0,1.0,0.0,0.0,2.4228758169934643,2.3116795485216537,0.9912408185710357
1428,Pakistan,1989,60.317,0.219,0.272,0.577,0.21,286.544,2741.707,1.042,104513000.0,275000000000.0,0.0,0.0,1.0,0.0,0.0,2.5838978015448606,2.5154459575512202,1.0525747279940296
1429,Pakistan,1990,67.828,0.24,0.299,0.63,0.226,299.852,2785.483,1.06,107648000.0,283000000000.0,0.0,0.0,1.0,0.0,0.0,3.0301841948900776,2.678714268187952,1.1141443104599553
1430,Pakistan,1991,67.478,0.234,0.291,0.609,0.212,317.665,2867.554,1.103,110779000.0,288000000000.0,0.0,0.0,1.0,0.0,0.0,3.009387997623292,2.8972518709360817,1.1756353352449036
1431,Pakistan,1992,72.015,0.242,0.321,0.632,0.216,333.425,2927.062,1.123,113911000.0,297000000000.0,0.0,0.0,1.0,0.0,0.0,3.2789661319073087,3.0906023800760645,1.2371459994500962
1432,Pakistan,1993,77.177,0.25,0.34,0.659,0.209,369.092,3152.293,1.194,117087000.0,309000000000.0,0.0,0.0,1.0,0.0,0.0,3.585680332739157,3.5281805913384856,1.2995207981460388
1433,Pakistan,1994,84.019,0.266,0.368,0.698,0.22,382.256,3175.858,1.21,120363000.0,316000000000.0,0.0,0.0,1.0,0.0,0.0,3.9922162804515753,3.689682247576984,1.3638595388664128
1434,Pakistan,1995,83.615,0.25,0.358,0.676,0.207,403.17,3257.23,1.207,123777000.0,334000000000.0,0.0,0.0,1.0,0.0,0.0,3.9682115270350566,3.946264262053736,1.430908519580502
1435,Pakistan,1996,93.537,0.27,0.389,0.734,0.218,429.29,3370.972,1.241,127349000.0,346000000000.0,0.0,0.0,1.0,0.0,0.0,4.557754010695188,4.266715740399951,1.501060528693193
1436,Pakistan,1997,93.788,0.27,0.388,0.716,0.225,416.789,3180.212,1.198,131057000.0,348000000000.0,0.0,0.0,1.0,0.0,0.0,4.572667855020796,4.113348055453319,1.5738834989591106
1437,Pakistan,1998,96.742,0.265,0.401,0.717,0.217,445.923,3306.979,1.222,134843008.0,365000000000.0,0.0,0.0,1.0,0.0,0.0,4.748187759952467,4.470776591829223,1.648238501119447
1438,Pakistan,1999,99.39,0.264,0.407,0.717,0.213,466.708,3366.693,1.241,138624992.0,376000000000.0,0.0,0.0,1.0,0.0,0.0,4.905525846702318,4.725775978407557,1.72251447425272
1439,Pakistan,2000,105.418,0.275,0.42,0.741,0.221,477.326,3353.33,1.246,142344000.0,383000000000.0,0.0,0.0,1.0,0.0,0.0,5.263695781342841,4.856042203410625,1.7955536352566872
1440,Pakistan,2001,107.126,0.275,0.423,0.734,0.219,488.669,3347.552,1.256,145978000.0,389000000000.0,0.0,0.0,1.0,0.0,0.0,5.365181224004754,4.995203042571463,1.8669232884245257
1441,Pakistan,2002,112.904,0.276,0.436,0.755,0.223,507.385,3392.742,1.241,149550000.0,409000000000.0,0.0,0.0,1.0,0.0,0.0,5.708496732026144,5.224819040608514,1.9370752975372167
1442,Pakistan,2003,117.491,0.275,0.432,0.767,0.213,552.091,3606.245,1.29,153092992.0,428000000000.0,0.0,0.0,1.0,0.0,0.0,5.981045751633988,5.773291620660042,2.006657606347461
1443,Pakistan,2004,129.959,0.28,0.456,0.83,0.211,615.254,3927.192,1.326,156664992.0,464000000000.0,0.0,0.0,1.0,0.0,0.0,6.721865715983364,6.548202674518464,2.0768096154601516
1444,Pakistan,2005,134.756,0.261,0.458,0.841,0.21,641.49,4001.707,1.243,160304000.0,516000000000.0,0.0,0.0,1.0,0.0,0.0,7.006892453951278,6.870077291129922,2.1482776228445735
1445,Pakistan,2006,143.727,0.253,0.473,0.876,0.212,677.465,4130.305,1.195,164023008.0,567000000000.0,0.0,0.0,1.0,0.0,0.0,7.539928698752229,7.311434179855232,2.2213167838485406
1446,Pakistan,2007,155.844,0.259,0.498,0.929,0.216,721.229,4297.942,1.198,167808000.0,602000000000.0,0.0,0.0,1.0,0.0,0.0,8.259893048128344,7.848349895718317,2.2956518323579087
1447,Pakistan,2008,155.356,0.24,0.486,0.905,0.214,725.846,4228.665,1.122,171648992.0,647000000000.0,0.0,0.0,1.0,0.0,0.0,8.230897207367796,7.904993252361673,2.3710866884009585
1448,Pakistan,2009,155.219,0.227,0.493,0.884,0.211,734.52,4184.678,1.075,175526000.0,683000000000.0,0.0,0.0,1.0,0.0,0.0,8.222756981580513,8.011409642988589,2.447228877803527
1449,Pakistan,2010,154.145,0.21,0.465,0.859,0.209,737.802,4112.037,1.004,179424992.0,735000000000.0,0.0,0.0,1.0,0.0,0.0,8.158942364824718,8.051674641148326,2.523802820220747
1450,Pakistan,2011,154.659,0.192,0.452,0.844,0.209,739.048,4031.023,0.916,183340000.0,807000000000.0,0.0,0.0,1.0,0.0,0.0,8.189483065953656,8.066961109066371,2.6006913075925997
1451,Pakistan,2012,153.876,0.184,0.443,0.822,0.206,745.979,3983.227,0.89,187280000.0,838000000000.0,0.0,0.0,1.0,0.0,0.0,8.14295900178253,8.151993620414673,2.6780706233551985
1452,Pakistan,2013,150.451,0.173,0.43,0.787,0.199,754.395,3944.321,0.865,191260992.0,872000000000.0,0.0,0.0,1.0,0.0,0.0,7.939453357100415,8.255244755244755,2.756254998232452
1453,Pakistan,2014,154.291,0.167,0.438,0.79,0.198,777.48,3980.851,0.842,195304992.0,923000000000.0,0.0,0.0,1.0,0.0,0.0,8.167617349970293,8.538461538461538,2.8356768137004598
1454,Pakistan,2015,170.175,0.175,0.483,0.853,0.208,818.503,4104.273,0.843,199427008.0,971000000000.0,0.0,0.0,1.0,0.0,0.0,9.111408199643495,9.041749478591584,2.9166308181782474
1455,Pakistan,2016,203.146,0.199,0.577,0.998,0.228,891.371,4377.381,0.874,203631008.0,1020000000000.0,0.0,0.0,1.0,0.0,0.0,11.070469399881164,9.93572567783094,2.999194940885345
1456,Venezuela,1965,60.73,1.023,0.539,6.266,0.318,191.112,19718.504,3.218,9692000.0,59386331136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,Venezuela,1966,56.974,0.904,0.483,5.684,0.295,192.95,19250.708,3.06,10023000.0,63052480512.0,1.0,0.0,0.0,0.0,0.0,-0.06184752181788244,0.009617397128385418,0.03415187783739166
1458,Venezuela,1967,65.752,0.999,0.54,6.347,0.323,203.351,19628.484,3.09,10360000.0,65814380544.0,1.0,0.0,0.0,0.0,0.0,0.08269389099291946,0.06404098120473861,0.06892282294676022
1459,Venezuela,1968,65.572,0.914,0.511,6.127,0.299,219.157,20478.159,3.053,10702000.0,71773069312.0,1.0,0.0,0.0,0.0,0.0,0.07972995224765365,0.1467464104818118,0.10420965744944284
1460,Venezuela,1969,68.933,0.912,0.503,6.239,0.311,221.57,20055.203,2.931,11048000.0,75600756736.0,1.0,0.0,0.0,0.0,0.0,0.13507327515231368,0.15937251454644397,0.1399092034667767
1461,Venezuela,1970,74.489,0.872,0.502,6.536,0.334,223.144,19580.921,2.611,11396000.0,85450792960.0,1.0,0.0,0.0,0.0,0.0,0.2265601844228554,0.16760852275105703,0.17581510524143623
1462,Venezuela,1971,62.5,0.731,0.405,5.321,0.276,226.474,19280.942,2.648,11746000.0,85535842304.0,1.0,0.0,0.0,0.0,0.0,0.02914539766178171,0.1850328603122776,0.2119273627734214
1463,Venezuela,1972,62.514,0.697,0.387,5.167,0.261,239.292,19779.499,2.667,12098000.0,89732669440.0,1.0,0.0,0.0,0.0,0.0,0.029375926230857996,0.2521034785884717,0.24824597606273216
1464,Venezuela,1973,66.433,0.645,0.391,5.334,0.242,273.985,21999.752,2.66,12454000.0,103000000000.0,1.0,0.0,0.0,0.0,0.0,0.09390745924584243,0.4336357737870988,0.2849773008666942
1465,Venezuela,1974,75.058,0.518,0.443,5.856,0.265,283.029,22082.285,1.952,12817000.0,145000000000.0,1.0,0.0,0.0,0.0,0.0,0.2359295241231683,0.48095880949390935,0.3224308708212959
1466,Venezuela,1975,63.75,0.452,0.377,4.833,0.217,294.044,22292.97,2.085,13190000.0,141000000000.0,1.0,0.0,0.0,0.0,0.0,0.04972830561501734,0.5385951693247938,0.3609162195625258
1467,Venezuela,1976,57.273,0.395,0.322,4.22,0.178,321.266,23671.209,2.216,13572000.0,145000000000.0,1.0,0.0,0.0,0.0,0.0,-0.056924090235468364,0.6810352044874212,0.400330169211721
1468,Venezuela,1977,63.65,0.424,0.348,4.558,0.178,357.912,25631.068,2.386,13964000.0,150000000000.0,1.0,0.0,0.0,0.0,0.0,0.04808167297875847,0.8727866382016827,0.4407758976475444
1469,Venezuela,1978,68.591,0.47,0.362,4.775,0.188,365.77,25462.609,2.505,14365000.0,146000000000.0,1.0,0.0,0.0,0.0,0.0,0.12944179153630822,0.9139038888191218,0.48215022699133303
1470,Venezuela,1979,76.447,0.472,0.393,5.176,0.19,403.041,27285.992,2.488,14771000.0,162000000000.0,1.0,0.0,0.0,0.0,0.0,0.2588012514408037,1.108925656159739,0.5240404457284358
1471,Venezuela,1980,90.641,0.54,0.468,5.97,0.201,451.469,29735.184,2.687,15183000.0,168000000000.0,1.0,0.0,0.0,0.0,0.0,0.49252428783138497,1.3623268031311482,0.5665497317375154
1472,Venezuela,1981,91.792,0.553,0.487,5.885,0.196,468.395,30029.178,2.822,15598000.0,166000000000.0,1.0,0.0,0.0,0.0,0.0,0.5114770294747243,1.45089267026665,0.6093685513825836
1473,Venezuela,1982,93.201,0.605,0.498,5.819,0.195,477.536,29812.483,3.101,16018000.0,154000000000.0,1.0,0.0,0.0,0.0,0.0,0.5346780833196114,1.4987232617522708,0.6527032604209657
1474,Venezuela,1983,92.908,0.611,0.492,5.65,0.196,475.086,28892.906,3.126,16443000.0,152000000000.0,1.0,0.0,0.0,0.0,0.0,0.5298534496953731,1.4859035539369587,0.696553858852662
1475,Venezuela,1984,93.003,0.608,0.479,5.511,0.192,483.844,28668.853,3.162,16877000.0,153000000000.0,1.0,0.0,0.0,0.0,0.0,0.531417750699819,1.5317300849763489,0.7413330581923235
1476,Venezuela,1985,101.027,0.674,0.502,5.833,0.204,496.403,28660.682,3.309,17320000.0,150000000000.0,1.0,0.0,0.0,0.0,0.0,0.6635435534332291,1.5974454769977817,0.7870408584399504
1477,Venezuela,1986,109.24,0.786,0.535,6.147,0.205,533.059,29994.334,3.835,17772000.0,139000000000.0,1.0,0.0,0.0,0.0,0.0,0.7987814918491685,1.789249236050065,0.8336772595955427
1478,Venezuela,1987,110.661,0.779,0.525,6.069,0.208,530.78,29110.973,3.738,18233000.0,142000000000.0,1.0,0.0,0.0,0.0,0.0,0.8221801416104069,1.7773242915149232,0.8812422616591002
1479,Venezuela,1988,115.752,0.787,0.529,6.19,0.21,552.194,29530.679,3.756,18699000.0,147000000000.0,1.0,0.0,0.0,0.0,0.0,0.9060102091223449,1.8893737703545566,0.9293231531159719
1480,Venezuela,1989,108.571,0.781,0.489,5.665,0.195,556.781,29050.437,4.006,19166000.0,139000000000.0,1.0,0.0,0.0,0.0,0.0,0.7877655195125968,1.9133754029051027,0.9775072224515065
1481,Venezuela,1990,121.822,0.818,0.537,6.205,0.206,591.52,30128.871,3.97,19633000.0,149000000000.0,1.0,0.0,0.0,0.0,0.0,1.0059608101432571,2.09514839465863,1.0256912917870409
1482,Venezuela,1991,115.052,0.762,0.497,5.725,0.194,593.147,29515.669,3.928,20096000.0,151000000000.0,1.0,0.0,0.0,0.0,0.0,0.8944837806685331,2.103661727154758,1.073462649607924
1483,Venezuela,1992,105.578,0.617,0.47,5.136,0.164,642.232,31240.012,3.756,20558000.0,171000000000.0,1.0,0.0,0.0,0.0,0.0,0.7384818047093695,2.3605006488341918,1.1211308295501445
1484,Venezuela,1993,123.968,0.785,0.547,5.898,0.195,635.207,30223.508,4.02,21017000.0,158000000000.0,1.0,0.0,0.0,0.0,0.0,1.0412975465173722,2.323742098873959,1.1684894758563764
1485,Venezuela,1994,129.531,0.869,0.567,6.032,0.188,689.64,32113.622,4.628,21475000.0,149000000000.0,1.0,0.0,0.0,0.0,0.0,1.1328997200724522,2.6085646113273895,1.2157449442839454
1486,Venezuela,1995,132.875,0.852,0.569,6.059,0.187,710.655,32404.122,4.555,21931000.0,156000000000.0,1.0,0.0,0.0,0.0,0.0,1.187963115428948,2.7185263091799574,1.2627940569541891
1487,Venezuela,1996,122.34,0.805,0.509,5.465,0.177,691.34,30882.707,4.548,22386000.0,152000000000.0,1.0,0.0,0.0,0.0,0.0,1.0144903671990781,2.617459918791076,1.3097399917457697
1488,Venezuela,1997,133.484,0.85,0.552,5.845,0.183,730.72,31995.795,4.654,22838000.0,157000000000.0,1.0,0.0,0.0,0.0,0.0,1.1979911081837646,2.823517099920466,1.356376392901362
1489,Venezuela,1998,166.802,1.135,0.692,7.162,0.215,775.881,33315.361,5.278,23289000.0,147000000000.0,1.0,0.0,0.0,0.0,0.0,1.7466161699324882,3.059823558960191,1.4029096161782915
1490,Venezuela,1999,172.562,1.135,0.706,7.269,0.231,747.639,31492.805,4.919,23740000.0,152000000000.0,1.0,0.0,0.0,0.0,0.0,1.8414622097809983,2.9120463393193523,1.4494428394552208
1491,Venezuela,2000,151.871,0.812,0.605,6.278,0.199,762.318,31511.18,4.077,24192000.0,187000000000.0,1.0,0.0,0.0,0.0,0.0,1.5007574510126795,2.9888547030013815,1.496079240610813
1492,Venezuela,2001,171.974,0.955,0.679,6.978,0.212,810.028,32866.527,4.5,24646000.0,180000000000.0,1.0,0.0,0.0,0.0,0.0,1.8317800098797958,3.2384988907028345,1.542921997523731
1493,Venezuela,2002,192.746,1.108,0.744,7.679,0.238,809.42,32247.802,4.652,25100000.0,174000000000.0,1.0,0.0,0.0,0.0,0.0,2.1738185410834845,3.235317510151116,1.5897647544366489
1494,Venezuela,2003,191.457,1.14,0.705,7.493,0.263,727.086,28455.157,4.328,25552000.0,168000000000.0,1.0,0.0,0.0,0.0,0.0,2.1525934464021077,2.804502072083386,1.636401155592241
1495,Venezuela,2004,151.268,0.697,0.531,5.819,0.186,811.28,31206.69,3.739,25997000.0,217000000000.0,1.0,0.0,0.0,0.0,0.0,1.4908282562160384,3.2450500230231487,1.6823153115971936
1496,Venezuela,2005,163.823,0.594,0.557,6.198,0.193,847.562,32065.74,3.071,26432000.0,276000000000.0,1.0,0.0,0.0,0.0,0.0,1.6975629836983372,3.4348968144334218,1.727197688815518
1497,Venezuela,2006,160.16,0.499,0.527,5.965,0.17,943.854,35152.862,2.94,26850000.0,321000000000.0,1.0,0.0,0.0,0.0,0.0,1.6372468302321754,3.9387479593118178,1.7703260420965745
1498,Venezuela,2007,149.924,0.413,0.479,5.502,0.158,950.893,34897.71,2.62,27248000.0,363000000000.0,1.0,0.0,0.0,0.0,0.0,1.4686975135847196,3.9755797647452806,1.8113908378043748
1499,Venezuela,2008,168.69,0.4,0.528,6.104,0.171,984.191,35612.649,2.332,27636000.0,422000000000.0,1.0,0.0,0.0,0.0,0.0,1.7777045941050553,4.1498126752898825,1.8514238547255468
1500,Venezuela,2009,169.572,0.46,0.539,6.049,0.173,981.345,35009.288,2.659,28031000.0,369000000000.0,1.0,0.0,0.0,0.0,0.0,1.7922278939568586,4.134920884088912,1.8921791167973587
1501,Venezuela,2010,184.083,0.411,0.556,6.473,0.199,926.498,32577.279,2.068,28440000.0,448000000000.0,1.0,0.0,0.0,0.0,0.0,2.0311707558043803,3.8479321026413835,1.9343788691704498
1502,Venezuela,2011,170.4,0.341,0.498,5.899,0.176,970.145,33582.986,1.944,28888000.0,499000000000.0,1.0,0.0,0.0,0.0,0.0,1.805862012185082,4.076316505504626,1.980602558811391
1503,Venezuela,2012,190.974,0.377,0.549,6.504,0.189,1011.012,34433.843,1.994,29361000.0,507000000000.0,1.0,0.0,0.0,0.0,0.0,2.1446402107689777,4.29015446439784,2.029405695418902
1504,Venezuela,2013,182.85,0.336,0.523,6.14,0.185,987.468,33157.639,1.815,29781000.0,544000000000.0,1.0,0.0,0.0,0.0,0.0,2.0108677753993085,4.166959688559588,2.0727404044572846
1505,Venezuela,2014,184.136,0.358,0.522,6.129,0.193,955.369,31800.055,1.855,30043000.0,515000000000.0,1.0,0.0,0.0,0.0,0.0,2.0320434711015976,3.999000586043786,2.0997730086669417
1506,Venezuela,2015,170.899,0.354,0.485,5.681,0.185,922.634,30670.632,1.91,30082000.0,483000000000.0,1.0,0.0,0.0,0.0,0.0,1.8140787090400134,3.827713592029805,2.1037969459347914
1507,Venezuela,2016,163.191,0.412,0.463,5.467,0.194,840.419,28153.813,2.122,29851000.0,396000000000.0,1.0,0.0,0.0,0.0,0.0,1.6871562654371812,3.397520825484533,2.0799628559636814
1508,Luxembourg,1965,12.193,1.988,0.108,36.948,0.292,41.776,126593.747,6.811,330000.0,6133367808.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,Luxembourg,1966,11.61,1.833,0.098,34.971,0.29,40.032,120578.053,6.321,332000.0,6332974080.0,0.0,1.0,0.0,0.0,0.0,-0.04781431969162636,-0.04174645729605531,0.006060606060606061
1510,Luxembourg,1967,11.35,1.718,0.093,33.983,0.288,39.423,118032.582,5.965,334000.0,6608544768.0,0.0,1.0,0.0,0.0,0.0,-0.06913803001722299,-0.05632420528533132,0.012121212121212121
1511,Luxembourg,1968,12.259,1.765,0.096,36.485,0.288,42.64,126903.753,6.137,336000.0,6947471872.0,0.0,1.0,0.0,0.0,0.0,0.005412941851882287,0.020681731137495146,0.01818181818181818
1512,Luxembourg,1969,13.182,1.669,0.096,39.001,0.287,45.895,135782.678,5.81,338000.0,7898721792.0,0.0,1.0,0.0,0.0,0.0,0.08111211350775041,0.09859728073535043,0.024242424242424242
1513,Luxembourg,1970,13.735,1.721,0.093,40.398,0.288,47.653,140156.404,5.97,340000.0,7982093824.0,0.0,1.0,0.0,0.0,0.0,0.12646600508488476,0.1406788586748371,0.030303030303030304
1514,Luxembourg,1971,13.195,1.705,0.086,38.581,0.288,45.829,134001.983,5.921,342000.0,7740144128.0,0.0,1.0,0.0,0.0,0.0,0.08217829902403023,0.09701742627345837,0.03636363636363636
1515,Luxembourg,1972,13.495,1.609,0.084,39.115,0.286,47.256,136973.942,5.634,345000.0,8388378112.0,0.0,1.0,0.0,0.0,0.0,0.10678258016894937,0.13117579471466861,0.045454545454545456
1516,Luxembourg,1973,14.178,1.551,0.083,40.742,0.283,50.099,143963.48,5.479,348000.0,9144099840.0,0.0,1.0,0.0,0.0,0.0,0.16279832690888224,0.19922922252010705,0.05454545454545454
1517,Luxembourg,1974,14.428,1.598,0.085,41.105,0.284,50.87,144927.47,5.633,351000.0,9030490112.0,0.0,1.0,0.0,0.0,0.0,0.18330189452964826,0.21768479509766356,0.06363636363636363
1518,Luxembourg,1975,11.868,1.542,0.07,33.527,0.281,42.255,119364.56,5.491,354000.0,7694806016.0,0.0,1.0,0.0,0.0,0.0,-0.026654637906995758,0.01146591344312522,0.07272727272727272
1519,Luxembourg,1976,11.867,1.415,0.067,33.24,0.28,42.33,118570.285,5.048,357000.0,8385308160.0,0.0,1.0,0.0,0.0,0.0,-0.026736652177478778,0.01326120260436602,0.08181818181818182
1520,Luxembourg,1977,10.959,1.303,0.06,30.528,0.278,39.489,109997.63,4.696,359000.0,8409495040.0,0.0,1.0,0.0,0.0,0.0,-0.10120560977610105,-0.05474435082343944,0.08787878787878788
1521,Luxembourg,1978,11.887,1.358,0.063,32.929,0.289,41.085,113808.364,4.694,361000.0,8753521664.0,0.0,1.0,0.0,0.0,0.0,-0.025096366767817534,-0.01654059747223292,0.09393939393939393
1522,Luxembourg,1979,12.17,1.347,0.063,33.526,0.288,42.229,116332.855,4.674,363000.0,9033980928.0,0.0,1.0,0.0,0.0,0.0,-0.0018863282211104477,0.010843546533894959,0.1
1523,Luxembourg,1980,11.082,1.267,0.057,30.445,0.285,38.925,106936.083,4.45,364000.0,8747284480.0,0.0,1.0,0.0,0.0,0.0,-0.09111785450668407,-0.06824492531597104,0.10303030303030303
1524,Luxembourg,1981,9.496,1.135,0.05,26.016,0.285,33.283,91185.068,3.978,365000.0,8365799936.0,0.0,1.0,0.0,0.0,0.0,-0.2211924874928237,-0.20329854461892,0.10606060606060606
1525,Luxembourg,1982,8.935,1.064,0.048,24.48,0.287,31.184,85434.581,3.712,365000.0,8401529856.0,0.0,1.0,0.0,0.0,0.0,-0.2672024932338226,-0.25354270394484874,0.10606060606060606
1526,Luxembourg,1983,8.376,0.977,0.044,22.948,0.287,29.149,79860.483,3.401,365000.0,8571354112.0,0.0,1.0,0.0,0.0,0.0,-0.31304847043385553,-0.3022548831865186,0.10606060606060606
1527,Luxembourg,1984,9.017,1.069,0.046,24.636,0.287,31.405,85807.162,3.724,366000.0,8433372160.0,0.0,1.0,0.0,0.0,0.0,-0.26047732305421145,-0.2482525852163922,0.10909090909090909
1528,Luxembourg,1985,9.249,1.066,0.046,25.2,0.287,32.255,87889.287,3.717,367000.0,8677348352.0,0.0,1.0,0.0,0.0,0.0,-0.2414500123021405,-0.2279059747223286,0.11212121212121212
1529,Luxembourg,1986,9.128,0.916,0.045,24.736,0.29,31.527,85437.868,3.165,369000.0,9961154560.0,0.0,1.0,0.0,0.0,0.0,-0.2513737390305913,-0.24533224818077368,0.11818181818181818
1530,Luxembourg,1987,8.835,0.863,0.042,23.814,0.297,29.787,80287.102,2.909,371000.0,10241160192.0,0.0,1.0,0.0,0.0,0.0,-0.275403920282129,-0.2869829567215627,0.12424242424242424
1531,Luxembourg,1988,9.127,0.782,0.042,24.403,0.299,30.529,81628.539,2.615,374000.0,11672544256.0,0.0,1.0,0.0,0.0,0.0,-0.25145575330107434,-0.269221562619686,0.13333333333333333
1532,Luxembourg,1989,9.876,0.741,0.044,26.127,0.281,35.084,92813.583,2.633,378000.0,13325633536.0,0.0,1.0,0.0,0.0,0.0,-0.19002706470925942,-0.1601876675603217,0.14545454545454545
